clip_id,your_label,auto_label,confidence,text_model_label,text_conf,acoustic_label,acoustic_conf,word_count,transcript
clip_1449,Frustrated,Calm,0.5455,Calm,0.9091,High Stress,0.75,58,"Pressing hold over take. The gap under a second as we head into the high speed turns at 9 and 10 with Verstappen getting so close. Norris has a couple of corners to go. Now he sees the crowd rise to a board. Him as the winner. Norris, weather's the storm. The British driver sees the checkered flag first. Landon."
clip_1450,Frustrated,High Stress,0.5826,High Stress,0.5044,High Stress,0.7,83,"Norris wins the Australian Grand Prix! What a mate, what a P1, great job. Oof, a little bit of pressure, what a voice. Nice hustle Max, pretty good hustle, pretty tough to make. Clean race guys, not an easy one, what a... So be you. And congratulations to Kimmy, amazing result for debut and of course, promoted so, what a man. Yeah, A4. What a race. Yeah, mega, mega job today mate. Not bad for your first go and yeah, some of those overtakes were..."
clip_1451,High Stress,High Stress,0.5328,High Stress,0.4213,High Stress,0.7,30,"pretty sweet. Landon Orris, the opening winner of the year. Terrential reign, but he made his way through on slick tires, on intermediate tires and changing all the way through."
clip_1452,Frustrated,Frustrated,0.341,Frustrated,0.5684,High Stress,0.75,83,"There she goes, but I'll see if this is particularly... Come on, another Dwayne! Yeah, that was a f***ing way, it is! But he f***ed me out the way, oh! What are we doing? And the Hungarian Grand Prix is underway! Off the line we go, poor start for George Russell, he's fading back! Well, I've been there. At the stall there. Lewis Hamilton trying to go around the outside, but it's much a step into P3! Can he put pressure on P2?"
clip_1453,Calm,Calm,0.4927,Calm,0.8212,High Stress,0.7,16,the lead. I'm not sure. 2% shallow. It was throttle pedaling you back to a high RPM.
clip_1454,Calm,Calm,0.3219,Calm,0.5365,High Stress,0.7,69,"He moved and breaking. We stay where you are, stay where you are, managing. No power, no power, no power. Okay, just try race one, race one. No power, no power. Can I see it Lance? No power. No power, no power. Can we see it? It's coming back Lance, so I just try to figure it out. Load six. You do not have to take Hamilton at zero."
clip_1455,Frustrated,Frustrated,0.5438,Frustrated,0.9063,High Stress,0.7,68,"0.6 Bumshits for Rendes, turn on for Rendes Max, can you try increasing the gap between your downshift request? Also again, the dumping failed for sure, guys completely f***ed Understood Max Box stop or did you have to stop him? He comes in, gets the hard tyres and this is a critical out lap for him Out lap critical you'll be close with Lea blood on the exit"
clip_1456,Calm,Calm,0.5479,Calm,0.9131,High Stress,0.7,40,"and we're approaching now. Box and pick and firm, please. Box, pick and firm. Hamilton trying to go around the outside and he gets the move done at turn number five. Well done, now we push. Alright, we're going ahead."
clip_1457,High Stress,High Stress,0.28,Calm,0.4123,High Stress,0.7,59,"Hey, cut this, he came. Yeah, we're having a look. He didn't cut it too enough. What? Of course he did. This is huge for Lewis Hamilton's chances of contending the victory and putting pressure on McLaren. Use the booster, use the booster. Have a few now. Hamilton gets the apex first and takes the position. Great job, guys."
clip_1460,High Stress,High Stress,0.28,Calm,0.3806,High Stress,0.7,80,"Main loss at nearly entry speed turned 6, apex speed turned 30 I don't wanna know, take blue And we need more managed main down 3, check down 3, check down 3 Don't fall to the other break in mode And we're aiming at plan A target lap, how's the tyre? Oh, it doesn't feel criss That is the blue flag system, might not be working correctly, so the manual blue flags That's 30 laps to blue max, how much of a pit it again?"
clip_1461,Calm,Calm,0.5439,Calm,0.9065,High Stress,0.7,90,"like another set of brand new parts. Hamilton's pitting Oscar, we need to use pace now. The staff and last lap did 25-4, and this tire is a couple of laps older than ours. Yeah, I don't really have it. Because it's super consistent on this tire. Understood. You see it's difficult to get harder with back markers, but we just want good pace now, everything you can. If you want to stabilize entry, use shape. Hamilton's coat is stuck behind the jar, and they thought to be a more exit-wise turn."
clip_1462,Frustrated,Calm,0.4234,Calm,0.2723,Calm,0.65,24,"I need to get started. Could you please do something, please? Hi, hi there, mate. Hold on. The staff is going to close in."
clip_1463,Frustrated,Frustrated,0.4879,Frustrated,0.8132,High Stress,0.7,70,"You mean you won't let me? I'm miles faster. I'll allow the 10-6 if it hurts, Hans. Let's go with box this lap. Box this lap. It works. Crucial moment of the race for McLaren. They need a clean stop. Come on, launch my car. Launch that. Can he f***ing move out the way, or what are we doing? Can do double press, double press. How far is the acceleration?"
clip_1464,High Stress,High Stress,0.522,High Stress,0.4033,High Stress,0.7,73,"They should get blue flags, Sainz and Alonso. Norris is winning the race in these laps. He is banging in consistent fast laps. He's not in tire-deck-wows at all. Hey, the reverse is still to the left. Yes, he blew flag. What the f***? I was sliding. I had no idea, B.S.T. was there. No idea. Yeah, I was a f***ing great idiot. Oh my god. Impossible to know when I'm... I was sliding."
clip_1465,Frustrated,Calm,0.4213,Calm,0.7022,High Stress,0.7,67,"I lost a good amount of it, yes it was it. So, the car over here left. Hope it's checking. Oh, looks okay. The Lanzo ahead should get blues. Land those on your pit window, so use pace now. There are blue flags there. That is not good enough. Oh, and he nearly dropped it by being forced on the curve as well. Look at this moment."
clip_1466,High Stress,High Stress,0.5844,High Stress,0.5074,High Stress,0.7,29,being put into the pack has hurt Piaz-Tri. He's lucky to still be in the Grand Prix. After contact with the back marker... We'll be closer to the end though.
clip_1467,Calm,Calm,0.3056,Calm,0.5093,High Stress,0.7,36,"Hey, it's sensible though After that science that's cost us that targets to get to the end on this time You can't Everyone's stupid today. What is it doing? Please Let's Russell blue flag soon 1.3 behind"
clip_1468,Calm,Calm,0.26,Frustrated,0.3962,Calm,0.65,6,I'm trying to speak to them.
clip_1471,Frustrated,Calm,0.4178,Calm,0.6963,High Stress,0.7,82,"He's stopping. Oscar Piaz-Tri is slowing from second place. Oscar tried to stop somewhere safe. Yeah, this will be a virtual at the very minimum. Go to save the car, go to save the car. So stay out, stay out. So stay out. If you want to solve that, that's where you can take it. Yes, please, solve it. If you want it, come in. Fox, land of Kalei, understood. That makes you are staying out. Only pit if you see a safe."
clip_1472,Frustrated,Calm,0.5597,Calm,0.9328,High Stress,0.7,63,"car. Hopefully it's definitely safe to go. And box, box, box, box. So lose bit lane now. Let's put your title on that Delta as you cross safe pipeline to zero your Delta when you cross the line. Is it to the line? Is it to the line? Antonely approaching. I was ahead, man. Okay, we'll check it. So VSC ending. Strat six."
clip_1473,Frustrated,Frustrated,0.5727,Frustrated,0.9546,High Stress,0.7,28,"Everything okay? We are checking. I think I was ahead. We're just talking through. Strat 3. First-hand. That's the worst 3-pack I've ever seen on my life. Boost available. Oh, God!"
clip_1474,Frustrated,Frustrated,0.4413,Frustrated,0.7355,Calm,0.65,19,"Oh sh**, Terry! We need to give the position back. Okay. Now we can race. Helicopter's flying to ground."
clip_1475,Frustrated,Frustrated,0.3289,Frustrated,0.5482,High Stress,0.7,57,"Copy, I'll feed that back. One acceptable amount of take, save with this car. That's the amount again, I think. Just keep an eye on, uh, cultures, please. With this overtaking, I'm going through a lot of thievery. Understood. Wait, what the hell are they doing? Come on, get out of the way! We're on it, Kimmy."
clip_1476,Frustrated,Frustrated,0.4345,Frustrated,0.7242,High Stress,0.7,42,I Don't they should get a penalty this is ridiculous if you morons my god There's car behind What the f*** idiot For those who say get rid of the blue flags welcome to what it would look like That's Lin bladder
clip_1478,Frustrated,Frustrated,0.546,Frustrated,0.9099,High Stress,0.7,54,I Hamilton is trying to get past Antonelli and we got five second penalty for speeding into the pit lane Got behind a 4.8 sharp And I'll see inside crazy Give me up to David a cap behind Got behind the 4.3 Who loves to go how they faster to harsh And on our is wins
clip_1479,High Stress,High Stress,0.5712,High Stress,0.4853,High Stress,0.7,86,"Hungarian Grand Prix for his first Grand Prix victory of the season and his first Grand Prix victory as world champion What about water? Beautiful Car was unbelievable today. Oh, don't guys incredible Oh, thank you so much for the car. I used to finally be able to do it all for you again So it's like it's been a while so Congrats very well deserved. How do it pays off? Just keep it going. Thank you very much. I love you all and if you"
clip_1480,Calm,Calm,0.3542,Calm,0.5904,High Stress,0.7,104,"a race to show you not to give up in Formula One. Here's second place for Max Verstappen, who just refused to leave the fight. That is an excellent drive, Max. Really, really, really spot on. It could be a C's, a Probe to you of a showpiece finale, but nonetheless, you can be proud of that final sin. And some great moves in there as well, so a fantastic job. Yeah, you had a healthy but second today in some way, you know, result. Kimmy Antonelli completes the podium to extend his lead in the World Championship. Nice work, Kimmy. P3, Bob. Not bad."
clip_1484,Calm,Calm,0.5384,Calm,0.8974,High Stress,0.75,97,"He's done it, a brilliant move there. Either side of Zonta and Hackenon brilliantly takes the lead of the Belgian Grand Prix. And you can see the delight in the McLaren garage because that could well have decided the race. A superb, gritty, determined, forceful move from Nicker Hackenon. Michael defending the track, making his Ferrari as wide as he can. He then went round the outside of Zonta and Hackenon said, Thank you very much. I'll have a piece of that side of the race track then, this time around. And really took Michael by surprise."
clip_1487,Calm,Calm,0.4552,Calm,0.7587,High Stress,0.75,110,"onto the grass this time. Sebastian Fedl on the inside does manage to get past. Valtteri Bottas, he switched one way the other and went back onto the inside again. That's a late move and almost a second move. I think if Betel hadn't got through there, it'd have been on the radio complaining about that one. Yeah, he might have been complaining about it, but you aren't allowed to do it now. That Max Verstappen rule doesn't exist anymore. As we ride with Gerhard Berger on the last lap of the Mexican Grand Prix with Alan Proceming, they're going to win it. And Max will get around the outside."
clip_1489,Calm,Calm,0.4446,Calm,0.7409,High Stress,0.75,87,"I'll see Max Verstappen overtaking Nico Rosberg. I wanted to wait a couple of seconds to see if it happened, and as they emerged into the light, Verstappen takes second place. What confidence. The boy just goes and finds grip everywhere else. He's, okay, you're going there. I'll just go somewhere else then, and see how it is out there. Absolutely brilliant. He's been rehearsing that. We've been watching him, and right around the outside of turn three, while his rival is nursing the throttle pedal. Boom, P2."
clip_1491,Calm,Calm,0.4976,Calm,0.8293,High Stress,0.7,16,"What a brilliant move! Side by side down the straight, Gropre racing and it's absolute finest!"
clip_1492,Frustrated,Calm,0.393,Calm,0.655,High Stress,0.75,102,"Here comes Sergio Perez. Oh, Kimi Riker down the inside goes. Sergio Perez everything under control and Kimi doesn't have to fight it either because he knows he has to give the position. So a nice moment for Sergio Perez, none the less. Believe me, it's very difficult because somebody breathing down your neck, especially somebody with the name and reputation center in and center has made it alongside. He's won the corner. And look at the lazy. That's cheeky, isn't it? Center was a little bit sloppy and the ladies back in the lead. Fantastic stuff by the ladies. Tremendous opportunity."
clip_1493,Frustrated,Frustrated,0.5112,Frustrated,0.852,High Stress,0.75,94,There's a lot of rough stuff on the inside and Senna goes through again. Now he's not going to make this mistake again. Hans and Senna has retaken the lead and this time he prevented Alessi from getting through. Or did he? Because Alessi tried to go on the through on the inside but Senna's got the inside line. What a magnificent race for Alessi and for Cyril and for Pirelli. Real racer stuff and he's still trying. Daniel Ricciardo hasn't put a foot wrong yet. That right rear of Brattases looks even worse.
clip_1494,High Stress,Calm,0.5455,Calm,0.9091,High Stress,0.75,26,Here we go. Here we go. Here we go. Here we go. Daniel Ricardo. Here we go. You can try that but I'm coming through anyway.
clip_1497,High Stress,High Stress,0.5802,High Stress,0.467,High Stress,0.75,89,"very, very cautious under braking, struggling a bit with his car. Jensen has followed him long enough to know where he's got the advantage. He had actually taken second place, went into turn four too hot into the hairpin, had to make it stick down there in turn six. Oh, there goes Holkenberg down. He inside of Kevin Magnuson at 48. Oh, what a move from Nico Holkenberg. You're going a long way through the archives to see another version of that. An absolutely inch perfect, no coming together whatsoever."
clip_1498,High Stress,High Stress,0.3,Calm,0.4775,High Stress,0.75,106,"all-grand-free of Michael Schumacher's career. He's going out fighting, he's racing with Reichenan, who's trying to block him in the turn one. Schumacher's having none of it. They're side-by-side. Don't collide, guys, please don't collide. Reichenan gives him room. Schumacher is through. The crowd go bananas. And that says everything you need to know about Michael Schumacher's spirit. Reichenan thought he'd got that one covered off. He was getting ready to take the corner. Michael said, okay, I'm still going to have space. And there's so much grip down there on the inside of turn one. Always has been. Michael knows that as well as anybody. And Kimmy..."
clip_1500,High Stress,High Stress,0.3,Calm,0.3499,High Stress,0.75,105,"up on this particular fight and getting quite interested too. He's got a chance down into Sandoval with the DRS, and then Maldonado will break early, but he needs to be weary of that, go for it, Max. And he's going to go for it, Maldonado, he goes very, very close to the barrier, and Pass goes Max for Stappen, and up into eighth place. Nice clean move. Whoa! Go running wide there, absolutely. Montoya and Reichenhan is going to capitalise on it. Well, we saw a fantastic scrap between these two at Hockenheim three weeks ago, wheel-to-wheel for a sequence of five or six corners."
clip_1501,High Stress,High Stress,0.4147,High Stress,0.1911,High Stress,0.75,113,"It was mesmerising stuff. And on that occasion, Montoya managed to get past Raikkonen, who had to get off the throttle. But Montoya, making a little mistake there, perhaps under pressure from Raikkonen. And Raikkonen didn't really punish him enough. Raikkonen decided to get all active on the way into the last corner, where he'll never overtake. And instead of just calmly lining himself up, and he missed the chance to put Montoya under more pressure. But Montoya really struggling for grip. And Raikkonen tries to go right around the outside, now has track position for turn three. And Montoya tried to hold onto it and could do nothing about it at all."
clip_1503,High Stress,High Stress,0.5759,High Stress,0.4598,High Stress,0.75,99,"positions then the championship is gone. And this time Longstroll now makes a move on Felipe Massa and Daniel Ricciardo is in that fight and Nico Holkenberg as well and Massa is getting swallowed up by the pack and down the inside goes Daniel Ricciardo. What a move from the Australian, he's picked up a couple of places in one corner. Let's have a look from on board. Strolls got passed Massa, Holkenberg is hanging around. Oh, great control. Strolls will be fanciful to the podium for this afternoon. As he comes out just in front of Mark Webberton."
clip_1504,Calm,Calm,0.5438,Calm,0.9063,High Stress,0.75,119,"has worked quite well for Mark Webber too. And Webber then, fancies have run. Oh, they're so close on the way in and Alonso had to yield and just as well he did. Right, come back, turn around David. It's all right, they didn't hit each other. It's from the way from the screen. I thought that was going to be an old matey coming together but great respect from those two drivers and an incredibly brave move from Mark Webber there. And let's watch this, maybe from behind a pillow. Look at this, he flicks down the inside and he's not going to give. Oh, they nearly took, that's incredible. Alonso saved them from an almighty accident there."
clip_1505,High Stress,Calm,0.4899,Calm,0.8164,High Stress,0.75,97,"Cross gets away well, so does Hill, so does Schumacher. And Wendliger is coming up well, Senner is crowded out and he's down to fifth position. And Wendliger is up into third place ahead of Schumacher. Brilliant start by the Austrian driver in the Black Sauber. Cross leads, Hill second, Wendliger is third. And Ayrton Senner is up to fourth position ahead of Schumacher. And challenging Wendliger as they go round the right-hander into the old hairpin. Senner is up to third. And after being crowded at the start, a quite brilliant couple of corners by Ayrton Senner."
clip_1506,High Stress,High Stress,0.5345,High Stress,0.3909,High Stress,0.75,88,"tremendous stuff. He muscled his way back into the contention at Redgate. He's going inside Davenhill. And Senna into second place already. And he's giving it absolutely everything in the wet part of the race. So now, as before, the two great rivals at that cent. Dretti, he's done it again on the very first lap. Mario Andretti is out as he was in Brazil, as he almost was in South Africa. Free Grand Prix and he has only done three full laps and so out is Bentley."
clip_1507,High Stress,Calm,0.4354,Calm,0.7257,High Stress,0.75,71,"So two retirements already, Michael, Andretti and Carl Vendlinger. And Senna goes through into the lead. He passed Alam Prasso, the McLaren lead. Prost second hill is third, a tremendous gap between the third and fourth cars. Here we go. Look, this is Irvine going around the outside of... And he's going to take Schumacher too. Irvine taking two cars in one corner. Turn two. Now, Irvine really knows this Suzuki."
clip_1508,High Stress,Calm,0.5378,Calm,0.8964,High Stress,0.75,116,"as having a look at the other Ferrari. This time he's going to get out on the outside. That's a better line, as long as he doesn't end up with too much grass. That Alonso pushed him wide, he would have none of it. And Betel has the turn in point. And that was bravery at 200 miles an hour. Nobody would lift off the throttle. Nobody would yield. And Betel came out the winner. Here we see Montoya getting a good run out of Ford chicane. Michael inevitably having to go defensive. Michael Schumacher has spun off. He was side by side with one Montoya. And he has the two bay contact down at the Dunlop."
clip_1509,High Stress,Calm,0.5357,Calm,0.8929,High Stress,0.75,89,"Half in. Montoya says, no problem. I'll have her go down the alley. Squeezes Michael in. They touch. And how Michael spun and Juan Pablo didn't. I have no idea. It's the Williams that should be gyrating, not the Ferrari. And somehow or other, Michael just went two courses in there and worked out luckily but beautifully for Juan Pablo Montoya. Here it is from another angle. So Michael's got the racing line and just gets it all sideways. And there's Massa. We're on board with him. Fatchly with."
clip_1510,High Stress,Calm,0.4849,Calm,0.8081,High Stress,0.75,94,"Cubitsa over sixth place. Kovalainen has finished second. Reichenan is third. Cubitsa and Masa are battling here. Masa has taken the place away from Cubitsa. And in the very corner where Cubitsa hit Lewis Hamilton, Kovalainen second, then Reichenan third. David Coulthard's fourth. And who's going to win out of these two? It's got all the hallmarks of Dijon so many decades ago. But it's Masa who's come out in front. What an extraordinary few corners as they were trading literally blows toward the end of the race. And it's Masa who takes six."
clip_1511,High Stress,Calm,0.312,Calm,0.52,High Stress,0.75,112,"one William still left in the Grand Prix is Alex Albin and he is fighting his way past the RB. Fighting his way past the Alpine and that is dramatic stuff. To get up tonight, he got passed down to Ricardo and Esteban Ocon. One of the great moves on the outside of one of the RBs there. That's Ricardo ahead first and this is what Albin's looking at, just staring at the back of this guy. It's Ricardo goes defensive and now he's thinking, okay, let's just hold it. Ocon's on a used tyre. Oh, you've got to go on the inside. Not even contact. Ocon doesn't turn in. Brilliant stuff."
clip_1512,High Stress,Calm,0.3875,Calm,0.6458,High Stress,0.75,109,"Nice start by both of the Clarence. Look at Cubitsa attacking Hamilton. We've got yellow flags in the back. Hamilton's had some manners put on him by Cubitsa, but he comes around the outside. He's also got round Alonso. Stunning start by Lewis Hamilton. This is where Lewis Hamilton switched to the outside. And as Alonso was watching Heidfeld, Hamilton just seized the initiative around the outside of turn one and was on his way. Just look how close Hamilton's front wing comes to Heidfeld's rear wheel. And a very bold start to his first Grand Prix for Lewis Hamilton. This is where Matzhor will be looking to challenge."
clip_1513,Frustrated,High Stress,0.28,Calm,0.3688,High Stress,0.7,104,"hold the inside line and Mansell is through and tremendous driving by Nigel but that really was a bad mistake by Piquet to go back to the other side of the track he just opened the door again and Nigel Mansell really should have held the right hand side of the track and made Nigel go around the outside and so Nigel Mansell looks as if he's sewn up the British Grand Prix. Watch Mansell come first to the left, now to the right he's got the inside line he is level with Nelson Piquet. This is going to be very close into Stoke."
clip_1516,Frustrated,Frustrated,0.3981,Frustrated,0.6634,High Stress,0.7,44,So currently all Marshall posts are not reporting right? The Marshalls might as well be having a beer then. Hey! What the f*** is the problem? Just came back from a circuit like an idiot. Ready to do a check? Yep. Lucy goes see.
clip_1517,High Stress,High Stress,0.5475,High Stress,0.4458,High Stress,0.7,85,"Ok, so 15 seconds to the green light. Ok, we sound husky and beautiful. To my best for you. Jav, from the bottom of my heart, I want to say a massive thank you for everything you've done. Cheers mate, you know I'm not one for speeches like you and Will, but I just want to say you're an absolute legend. I can't believe the look of you you've had and the fact that I've had the opportunity to share it with you. Are you crying?"
clip_1519,Frustrated,Frustrated,0.4404,Frustrated,0.734,High Stress,0.7,49,Did I send it or did I don't didn't send it? Yeah you got it. Oh send it! Oh stop guys. Oh thank you. What's up? You get your hand back completely. Okay hand back again. Same guy. Alright. I am stupid. I am stupid. I switch off everything.
clip_1520,Frustrated,Calm,0.4107,Calm,0.6845,High Stress,0.75,46,"Oh man that feels good. That feels so good guys, I hope you're feeling it too. Lois is totally nearly with our pants. Joy, congratulations. Glad we don't have to clean that up then. Okay, I'm doing it. How's that? How's that? How's that? How's that? P5, P5, P5."
clip_1521,High Stress,High Stress,0.28,Frustrated,0.4152,High Stress,0.7,52,I can't. Oh! Oh! Oh! Oh! I love that. I love that. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. You're done. What the hell? Sorry about that.
clip_1522,Frustrated,Frustrated,0.4355,Frustrated,0.7258,High Stress,0.7,35,"I'm f***ing low! Nice job. No! Ah no, come on Charles. I'm sorry, I'm sorry. Okay. How about that? Yeah! To whom you'd make concern? You. I'm losing power, I'm losing power, it's going!"
clip_1523,High Stress,High Stress,0.3,Frustrated,0.3398,High Stress,0.75,55,"Okay, keep going, safe to cut. Keep going, keep going for now. I can't, it's broken! It's broken! And she's still... It's off. We're over the line. So just pull over to one side please. Pull over to one side. Go to P1. Pause for four seconds. Go to P0. I'm so sorry. Two, three, two, one!"
clip_1525,High Stress,High Stress,0.472,High Stress,0.32,High Stress,0.7,58,"If it didn't feel great last time it must feel pretty good today. You are dumb right Tomasso! Yes! Vamos! Still! Oh! Vamos! Haha! Tom do you know what that was? That was a smooth operator! Smooth operation! Carlos check the radio we seem to have picked up some dodgy music channel again. Nanananananana! That's better? Uh, maybe."
clip_1527,High Stress,Calm,0.4657,Calm,0.7762,High Stress,0.7,72,"Did we get the overtaking thing or it snatched away? I actually don't know. Yeah, you did. Apparently you did. Well done. Well done. What's the price? One million jelly beans. I think so. Okay, thank you guys. We're going to get a safety car now because that's Valtteri Bottas and George Russell who are out of this race. Oh, yellow, where you are? Watch Valtteri. Yeah, yeah. Got spread with all."
